Title,Author,Author_id,ISBN,Average Rating, Publication Year,Image_link
"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,1,812550757,2,1986,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAFwAXAMBIgACEQEDEQH/xAAbAAACAwEBAQAAAAAAAAAAAAAEBQIDBgEAB//EADsQAAIBAwIDBgQDBwMFAQAAAAECAwAEERIhBTFBBhMiUWFxgZGhsRQyYiNCUnLB0fCCkuElY3Oy8Rb/xAAaAQACAwEBAAAAAAAAAAAAAAABBAACAwUG/8QAJxEAAgICAAQFBQAAAAAAAAAAAAECEQMhBBIxUQUTIiNBMmFxocH/2gAMAwEAAhEDEQA/AMp2mX/qz4H7i5+QpYO8iMcikqx8SsOmCR9xTPtEzDiknhx4V+wrguoRw23hkhWWXxkM+cKNR8iOfl6V3G2oqlZgo22GvdRC4sOIS4UmB9YA3JGAAB7lvlSaSMyySywxSaAxZsjOkZzucYo9YHmxPcqCqoAsYOMDUoAwOQwxI9qM0NaW37M6ntxMqJ/EMgZ+AOcUopxxPW3+hpwlNb6C+0thOFuZ7tsgjOV1lcuVG526VfLBJKjvcT3UkYgSUF321Hpyx1qi2KCwu1LgMdGkZ3OGztVrXMGZNTEK1skeoLyIxz+VHIpqTr4KwcOVWWxh7e8WzgubiMaiq6sMOZAIHwoZLe5hlE1q48Sa1ZcLtkAjB8iRt6ir+/hk4nFcLIdBcuxb90ZJHw/vV0SqtusU41okLmTT+p1OPkKo5yik638l1CMnQI1zDM0dvxFGjELtkxjG555Hv5UcXFvFA64CC+fGOWnLD7UAyKeHTSSDVIHD5xvpyFOD71XfRSWRe2Lhoi2Qw5Ej06Hf61fkjN8q19g24q2VXcBgu5o8YCuQPQdPpiqCpPVRR/GGV5o7iJtUcyA6vUbH+lACmsTbxqxPIqmxr2n34s/oij6UqAKnUOY896cdpCTxebAxgL9qVHVg+1Xj9KsjTseS6TcXqq2qR1iYqBy3Xb16UHf3pa5PckqY5XKyA887bfAVHiWtb92UkEqh8J/SBQZU+R+VK4eHWpsYy5XuKF3EuILbl4jG5yo0uPOk7cRmY/mxtv1z861c3DzNEDNChQ7AyED7nNZW+su7umS3JlTAKsBkNkdMc+o28qx4pTTu9GcKLIuL3STQu0z4iUInhBwPbrWlteJNexq6MAzfnVTkH3zzpDwHhgvLpu/ZEjhILhs5O/LHw5VrMWkSFY1Lk8yBjH+e1ThYSfqfQu5aokJGuhPENKCW3caM7FtyCB71bxGJp1uwF3/EoUz/ACDNVrZ3KBZ1sZTgaw+NQxzB2r3EJ7uMoktu9sxJY6h+c4AyPTatXhamnDoXWVNNSBWsmjixLJy30gbb/wCCqAoH7g+NSZ2b8zE+9eGacSFZb6APHO0EkXHLqO4hDhWA1LseQqdrxOzusBZQrn92TwmnXa3gPDZuMXDGLS7aSWRiP3R8KzU/ZUEE211jyEq/1H9qQi88F3QxQ/YxhmkupGVWO7Khcjy2G+NqlEyoSURZARsZFII9htg1m4LTtBwpS1vmWFeao2tf9vP5UTbdpFVhFxGCS2k/jCagP9J3q8eIitS0AYcQjxZzMZGhTSdTLWLeBo8p3kLK2DlZAelaTtK0N7w78TaXokEbAGNG2IPUjoayYBPXb3pXiZ80yGj4ILt+I5DWreHBXWHwo5hADt/hrZ8Jt4nkzpaScA5jaJXQL57kb18/7O2DX/EUgS7Ns+lmVwMnIHIY6mtzHbtEio1wXwB4nAJNbcK7i0AcGwAcILaPUfEFa2XB29G2/wDtRm4SyWb6rdWKxkd41qM4/izqz65pXoO+JNj+mkvae6urC1jNrpVJCVaXHiXyx5dd63m+SPMSkWcZubLhsjL3xlbA0pjDHbmR0rMzcau3clGEa9FA5VXwezHEb9IZHbD5ZmB3O3rWyg4Dw+OML+Cib9TksT9aWUs2fadIDSD+0PEFbilx4FyGx8tqXJxIJjTGmR1IzmgOP3JPGLs/9w1ULO7eKOW3X8RG427k6iPQr+Ycj0pXzcnce58Q3HEmI3GR5EnavS8RSaMxzQQyJ1DoG+9ITK6NpcFT5MMGuNcEA6Tv02yKDyZO5OfF2KOOpYxBXsIxBc6stocjAx5dPhS2K+kVQJEjlz1KjUPY4++aruNP4h3fMoJ5ocb/ABzVZdQ4MevR5Md/pVbFZNN2hik10jeEgxHmWZdQHM7nG9aiz4uslshl7yaUgklIdPX02+tY6GeDDCW3XBU6SuonV03zTbh91CWFtC7aBkozsCfbAX1PXFXjOUehI1ex+eJzMP2VqF/80oX6AGhr3v8AiFu0FxNAkT8wkZYj2JI+1UB48eKYg/ybfeulrfHhncny7sAfej5uSWmzb2iXC+GWnDp+/jlleTSVGojAz8KcrdrjmKTfs8bTZ/0/810OOjDFWjlnHSRPaAO0nh43dgnfvCfnXOB8Sj4fLP3qSvHOmlgmcggbYwR7bn7VztcSO0F0FIOSpwfUCnHCey923DIL9O70TKWyScqAcZOBsP7UtPIoxLcNw/nTpul3EE7XU8jz3Cs0jbs2nGenIbdKq7zJC/StoezF6GfRNbMFAOpWYk5ZlG2MjxKdyAOudjhfx7sxdW1tdzGe2aW1061jclsMQBkY5bj5+1UjnfSSHc/h2OMbxTt9jDXAZJmBYE9dIrsMcUinXMEbOACp3+NVyszMdRJPrUQSDkc61OQFpZSylu4KSaf4XGT8Kus4Z7e5R5U046H+3xoO3XXKoLKo8yAcfA0b3xaLRpx3e3XxD1HLy9d6Kogw/EA7An4Gr7eKW7TNpiXzCuuoe4zkUujvpFUh0hbIxuu/0rzXT3E3e3TjVnfTGAP6YOKuqA7D3Z42ZZFKupwQRgg1ITDH5gP5qEaSBwcTMx6a3Or610RggYZvhvRAX9s+7TtJK2TukZIBx0862/CJLC6snltuERsYUiWWSUIFYlW2JJ5bZJ643r572xY//pLzfloA/wBgo7s/xG8itCIbmWLDAHu3K5wMjOPKk82lZ1vDPVN4/l/w3ncQQqNXB4o5UA70tPHgKuGl1AnAGlxv+r0FCcVaDh9nJb3vCJLaa4gZVYsrLrABDAZwMajv7eRpAl/eo/eLd3AcE+LvDnpn/wBR8hS7jd9dPZ5knkkO+C7lsZAzjPsPlWCd6R18mJ4ovJJ2l+TNFO8lk0DbJPMVF1UHwMSo5kjFRbc15DvTx5V7C7S3gky0s2lQd8jn6CjfwtvDHqW4EsR/NpUEqenrmhmhi7mAhMF4iWOTucihobmSBxJEQrDbK7bdeVEBddQy284RiMMNQYYOQev/ABUGbcajgeWeVSeNRbwyjIMgclei742qlPz6fLlQIELunPA8z1ro0AcmPsQKpJJhOT0H2qrW1GyM/9k="
"The Rook (The Checquy Files, #1)",Daniel O'Malley,2,316098795,1,2012,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAFwAXAMBIgACEQEDEQH/xAAcAAACAgMBAQAAAAAAAAAAAAAABgMHAgQFCAH/xAA/EAABAwMDAgMEBQoFBQAAAAABAgMEAAURBhIhMUEHEyIyUWGBFHF0kbEIIzU3UnWhsrPRFRYkNqIzQnOCkv/EABUBAQEAAAAAAAAAAAAAAAAAAAAB/8QAFBEBAAAAAAAAAAAAAAAAAAAAAP/aAAwDAQACEQMRAD8Ao+iiigebH4Uanvtnj3WAiIY8hJU2HH9qiMkdMfCla+2S46fuK7fd4q40lAB2KwQQehBHBHxFWdqybLg+DGjnIUp+Msu4KmXCgnhfcVD4zurnaT0LcpSvMmSYBU86eqyUNKOfmSfnQKWlPDzUeqoi5lriIEUEpDz7gQlZHUJ9/wCFcS/WW4afuTlvu0ZceS3glKuQQehBHBHxFWh4hzZVs8K9DtW+S7GQ6ylxYZWUblBCSCcfFRP11B45rVJtmjpz3qkyLcVOuY5UdrZ/FR++gVdMeG2ptTW/6fboaExT7Dj7oQHMddvc/X0pdvFpnWW4PQLpGcjymjhbasfeD3HxFWn4s3GbaNM6Gj2yU9FaEEObWVlPqShvaT78ZP31D+UMhJvNkkbR5rsD1qA5VhXH4mgS7poW92y5Wi3yGmlSLsEmKltzdnJA9XHHUZrmaisczTt2ftdx8v6Uxt3hpe4DIBHP1GvRq7YmZrjS057hi22Zx9Sj0CiEoGf/AKJ/9a85amuqr5qG43RZJ+lSFuJ3dQkn0j5DA+VBzKKKKAooooL4dh6ZmeEek06tuki3xUq3NrYbKitXr9PCVY4zzilzx3+kNuWCLHZjosLMTFscZc3+YnCc5OOMAIx145zzgZa4/Uro3/yn8F1h4sfq+8PvsB/ptUEvin+rHQf2VP8ASRWPjV/t3Q37tP8AI1WXin+rHQf2Uf0kVj41/wC3dDfu0/yNUHzxt/QWh/3af5Gqm/KF/SGn/sB/GofG39BaH/dp/kaqb8oX9IWD7AfxoLdu0NcjQ81MPic/ZlNNkHBP5s4A+av415Gr0zMupt3iBoplR/NTbW7HVk9MhCh96kJFef8AWdq/wTVV2toRsQxKWGwP2Ccp/wCJFBxqKKKAooooHnUmq7dc/DnT1gjpfE23uFTxUgBGMKHBzz1FY651Xb77pXSlshJfD9qilqQXEAJ3bUJ9PPPsmkiigtPTuvNLzNLQLDrm0vy024/6Z5jnKewOFAjjjuDil7xM1ojWN0jLiRVRbfDa8qM0vG7B6k44HQDA91JtdphFhwfPek59OABx7A3duy8/KgfbNr7Sdy07bLdrqzPy5FqRsjPMjIWkAAA+oHOAkEHIOM0q+JOsDrO/Ca2wqPEYaDMdpRG4J5JJx3JP4Uv3AQQlJhFz2zkL7J2px892/wDhWlQWLrnXcG8XXS9ws7b4ctDaCsPJCcrSpJwOT+zXJ8Ur/atTapVdrMh9DbrCEu+cgJJcTxngntt+6lCigKKKKAooooCip4kOTMWURI7z6xj0tNlZ54HArNcJ5hYE1l5hJ4JW2Rt+OD2oJLZapNzW4I5bShpO9111YQhtPTKienPFMtt0nBZmTol2ukZUpmA495TSXFBGW9yF7gAFYBScDPzqXS1ukKdciqjCQ1JQlubH5IdazlDqFD3EDJHSniI3p5FwjwIkpl64uw/oPlMsB5xTYScpV7QJ2jk5xx7uKCsXNJSnIrUy3TIkxl8LLCErKHXdnt4bVgkjHal08E1d1/sH+ENRn7RblCbDjliKFtqQGQokFZST6vaUSojHfk4qpbhATGSCFZYB2tqxy+ruQP2fjQcuit5uzXNxvzG7fLUjj1pYURz05x3rRoCiiigK+ggHkEjvivlFBauj4EduUp1MEw2piUKiLQtW15GSpG4kq2n0nd2744O7cuNnvU+5RA7tdKdiEPpUHEIb9SwlSCEEIIJ4yTkY91J7DkpUGwsaZjzJSkOea8nZv/1GcbeM7QBuIBwPUTzzVl3C5xY13gW6Q+gyXUeYqOy+VKQvO7arJPIwPd7OOlRS45AuOrLu5YNJqZiW4Pr+kvhe3cBgqOAc7BlPpHVSvrNQ6M0ddtJeKllZuraA2ZDqGXUrGHgGlEqSOuBkZ44JxTerRurbLMbu1ou9qtkeLHKXFvLJDqeSVvekAnv8O1c8Wu+wLxG8RdRX2HdrdByvEFZWNigUYaHCRyRnkd+9VDDP1vOf8Tv8lP2uGuKpYAeLigsAt+ZuB7HGenfvXJ1xpV2MqSiAyhT4cbeQpLKS440MjCSSAnkgEdOSQBmuLL1DoyLqlGrZcHVbM9ckrSpxKEoKkgZRg84CSkYz0NbjuuLJexPkwkzWgwkPLdkqCAjKwE9znnA/tigzgQ5kW3NpuLiG2Y7QbjtIfLnlnIAA4HGcDGffycVV2pojEOOwE28RlPnzWFbiVLZPRS+cZUcHAAwPrp71u7PuWk4cmxJ+mMvFK5TkNxTimCkEJChkkcqUd3HekLWL7MmZGeHmicuOj6clZG1LvcJA6e/HbPQdKDgUUUUBRRRQWtY3NO6ejyW3X/LuLVsUiU+0lWFh1OU4Kf8AuyW/ryc9Kn07qKDIsFylM2ODAWhaPJMf2nHwCrClqyUg4/Gqzl3mVNt8aE+lktxf+msNgLxjGCe4/tWVkvEm1PL8hLTrbgwtl9O9B7g7emeBzQejHpv+b9EORLe+2tLsdTDqR6sp6ZBHOUnA475OCMZX7vZJlh8HLtb3XVKitMp8lKkpBJLoUo8D3k9zkY5qttManudokOyILiUJElthLABDaUknOADwfj8ulW/qy4SLvYZVnmqSWZCUJW6lOF+2Onb+FBwrW/ojVHhxAOppLTUyFFMcLef2vJWkAbkAH1E7U44JIGMUraFZj6eciNXIJ+kS3Urkt7gS0nGGW1pOfaUoK+QqS62G3aOi2qZbmBIlS5CGi9M/OFsEZJQBgA/Eg0nt6hnQvpEgBl+UXPKMiQje5gHIO4989/7Cgd7fqe3DVU2HJtcG2uKQ+2H4yVDz3FYThSQccpKjg8bsdOtJmsYtpMeDcbCnyoTwU0llYwvKFEbj789fupbKypwuL9SvaO45z9dbl3u8u8PIdmFvLaNiEtthCQOvQfHJ+dBoUUUUH//Z"
Breaking The Habit of Being Yourself: How to Lose Your Mind and Create a New One,Joe Dispenza,3,1401938086,1,2012,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAFwAXAMBIgACEQEDEQH/xAAbAAACAwEBAQAAAAAAAAAAAAADBQIEBgEAB//EAD0QAAIBAwIEAwQHBgUFAAAAAAECAwAEERIhBRMxQVFhcRQiQoEGIzJUk7HBFXORkqHRcuHi8PEzNENSYv/EABgBAQEBAQEAAAAAAAAAAAAAAAABAgME/8QAHREAAgIDAQEBAAAAAAAAAAAAAAECEQMSITFBBP/aAAwDAQACEQMRAD8A+yWVpbGzgJt4cmNfgHhRvY7X7vD+GKWXKNJDw1EhWbMZOhpCg+wN84NV7PjFwqJbezmSSMGNnYuxZkC6ydKt8TY79zWtbJY7NpagZNvDj/AK97Ja/d4fwxSfiHE55uEXEy2gWFl5TCSTDqW2Pu47E9M74oq8TllltBbwg+0BlUPJpAA7sNJIbYjHbv5NWTZDP2O1+7w/hiuG0tQcezw/yCqCcWnkgW4S1Tk8xI2zN7wLEA4GOg1fOg3Nzdx8XlZIopEhhcrqkK7YQntU1ZbG3sdr93h/DFe9jtfu8P4YqjZcVe6nQLbOIZCQr6X2xnc5UDBx2J7fKrJNejhU5EcXLDyfWc9tYHMPbT+tXVixubW1HW3h/kFd9jtfu8P4YpNfcQuZI7M+yxabiWN4vrt/tKQG222PbPzorX90eJw2+hUYSaZAHypXSTke7nPTw/WmrJshp7Ha/d4fwxQXt7VsMkEBUjIIQHNL+MX0zcKvXWFOQVkh1cw6s7pnGOmrz6b+VNMEKgZVU6RlVOQPTpUao0DhtoriyteauSsa6SCQRt5VL9nWmgIsKqoORo93GwHbyAHyolj/ANlb/ul/Kj1LBmuKeywXzxMloqJHEwhdD9YSzKMbgAgKoBxt6UxllsYpmlRI+erHDspUEgYOGxgnHh4US6sJpriZ47hESeFYpFMWo4Bboc4+I9Qaq/sFBqRZIxHlin1WXBOerE79T2H992jPSsy2c7q6vGYTJHIgWJ9ZA3XCj7X2ThsdM+FX55rcxC/RYntzqSeQjcL0J9AQM+QPhQrm1e0lt54ncskKw6hCZBgZ6qDnfPbpjzo1layScIkgmZleYS5YrgjWzEHHoelHQQCxuLANz2VYmZ25fusAB5HpqPUgb+PQ1amurCLXavg4PvRrGzbk57DuTQpeEvJCLdrkchG1RqI/eB6jJzuAfIetePC5G57vPE8s+nXqgym3/wA6s+HfqM1ODpV4knDFtrhkiQzJEzRlkJVGxqABOwOwOPIVa4LDBLbCfSWk5jkM6EEbkdSMnbuc+tAb6Pq0TQmdWVlOXeLU+ojrqz479M+dNrSAW0CxatWCTnGOpJ/WjargS6Dk4fayOzyQqxbOrPQ5GCcdM42z1xRJh7w9KNQZvtD0rJoBFzf2db8jGvQnXw2z/SoxPfhcSQx7J9rV1bHh50eyIFlb/ul/Ki6xmgKrSXmFPJUtpOVDDGcjv16ZrjtfNGjLGiuGwyZBGPWrLy6aAboeNWgc1XrLnlRowYYGrOR3yahG9/7gkiTHxMGGTt+poySluleaZV21rnzIpQA6+INsYo090nIbO+DgfxxXWkvkyI4VdexdgD88bURZCe4PoaiZyp3NQHdd4yY5QRip3BBwe1cie95irJFGVJOptXQeQ/pXRc7daIs+e9AAje/UrmNGBxqJYZB748v61Zm+0PSpq+ahN9oelAVIZNNpB+7X8hQWuwmSxwBS5eJxmOJM/AoAJ8qrXlwTkI3v9Miu0MdnOU0hlJxKN1O++eleEmnSxBYtuFHh41nYYb2e/igI+qU4Bx0BNaeJkjjaZgMEgKD4dAP4VMirhYu1YBFlZsXchduyJ09cDp86PLHFFKiCFShBJbpjY+VTaSGKJ5m0RooLsx6ADqaylz9MHe45VisKDfHPDEtgeCkAZrMYSl4RtL01EtvCdxF7v/sooPMeNtMraoe0hO6/PuPLrQuD8fW5nawu40jvCuoaWJV9s433Bx2q5KYzME5edXUgdNqOLi6YTTVoEZlikYPtpOPGixXBZckbdiaUcY5i24kiBZozoIHcdVP5j5Ug/bxtFKXRlR2xy1xsfPNdErjZb6fRoHDJkHNekYZHpWf4JxEzwF8nTjNW1vC2SDtmubizRg42naSHbYAZwe1aARO0RlQFiOm2TQYbJo0jlkYgFFGW37Ch65kJ5TEqFyVFenG0kcZpSPWvEJeH36R3QCxynWkh6kgjIrVxSqluybNoOD/Hr/DesNJL7SytdxCTScg4xo38a1lsytDFLHucBGBOQOwPn4VjOk6aNQugH0uUv9GrnlsUUFGcqN9IcE1h7u1gN2t3HKQGRdK6QCCe53G21fTouV/0Gw4K4ZW3yMf2pDxj6BQ391z4btkHwg9V+fetfnyxgqkYyQlJ8MDwm04jB9JuHsjTSNLeIykj4cjOfQZr61fRrztUmoiM6lUdjnIOKDwb6O2vCpFuJZDNcqulZH+Hxx513iVyqOzg7kH/AH/SsZ8qyS4bhFxXSjxBWlVhEVMgbmIoOdQwf758etI7iCObQL4K6K3uZXB3/wA60stvozHESHBLh2bdTntt4/nVS9jtr5VWQIZFxgqCAGxvirhyVxknDYS2vF48zFdSjWEPu7jfwoltcGaLme2QDJPusd18jRX4MrFmVcknIY9RVqP6LIEGtwSd81qUossU6G72qtZwjqDGpI+VLJbDB+sG2538a0duim0gyP8Axr+VRmjTT061wT4ba+mQnt+gKhvLGwprw+NUtCQukHC4z094VZkt4y3SoXq8uCLlkqOYuQO+Tijk6oFhYh7WkqkdMdT4GnJcKmo+FI4mKy7fE+D6VbuZn5Z3+E/lWAmRE/OuGG5UHc52oMwMkqrGBpVhksRjbfpULUfVwqCV5jbkeuPyAqxJaCHJWWQ+8Tvjy8qA4iBriQk9EA267n/TSyaHRcZ05GdvKnFtEEYNks0nUt5f81ycBCzKADWoi2ivbrrAyMYNMCMAelRSNdmxuRRX6j0qWWj/2Q=="
